BVP,time,values
E4_Bvp,"1641384903,50203","17,62953"
E4_Bvp,"1641384903,51766","16,13069"
E4_Bvp,"1641384903,53328","14,19377"
E4_Bvp,"1641384903,54891","12,03733"
E4_Bvp,"1641384903,56453","9,907831"
E4_Bvp,"1641384903,58016","7,902771"
E4_Bvp,"1641384903,59579","5,942066"
E4_Bvp,"1641384903,61141","3,80698"
E4_Bvp,"1641384903,62704","1,20089"
E4_Bvp,"1641384903,64266","-2,074284"
E4_Bvp,"1641384903,65829","-6,093395"
E4_Bvp,"1641384903,67391","-10,75499"
E4_Bvp,"1641384903,68954","-15,76141"
E4_Bvp,"1641384903,70517","-20,80433"
E4_Bvp,"1641384903,72079","-25,39603"
E4_Bvp,"1641384903,73642","-28,99931"
E4_Bvp,"1641384903,75204","-31,02845"
E4_Bvp,"1641384903,76767","-30,9202"
E4_Bvp,"1641384903,78329","-28,35112"
E4_Bvp,"1641384903,79892","-23,42371"
E4_Bvp,"1641384903,81455","-16,8463"
E4_Bvp,"1641384903,83017","-9,873146"
E4_Bvp,"1641384903,8458","-3,840031"
E4_Bvp,"1641384903,86142","0,3136292"
E4_Bvp,"1641384903,87705","2,510612"
E4_Bvp,"1641384903,89267","3,434647"
E4_Bvp,"1641384903,9083","4,038906"
E4_Bvp,"1641384903,92393","4,993229"
E4_Bvp,"1641384903,93955","6,294144"
E4_Bvp,"1641384903,95518","7,43763"
E4_Bvp,"1641384903,9708","7,846695"
E4_Bvp,"1641384903,98643","7,342247"
E4_Bvp,"1641384904,00205","6,283356"
E4_Bvp,"1641384904,01768","5,342278"
E4_Bvp,"1641384904,03331","5,077072"
E4_Bvp,"1641384904,04893","5,570618"
E4_Bvp,"1641384904,06456","6,40831"
E4_Bvp,"1641384904,08018","6,953537"
E4_Bvp,"1641384904,09581","6,745499"
E4_Bvp,"1641384904,11143","5,697548"
E4_Bvp,"1641384904,12706","4,114357"
E4_Bvp,"1641384904,14269","2,442055"
E4_Bvp,"1641384904,15831","0,9955597"
E4_Bvp,"1641384904,17394","-0,2047729"
E4_Bvp,"1641384904,18956","-1,385757"
E4_Bvp,"1641384904,20519","-3,021957"
E4_Bvp,"1641384904,22081","-5,550079"
E4_Bvp,"1641384904,23644","-9,178642"
E4_Bvp,"1641384904,25207","-13,78044"
E4_Bvp,"1641384904,26769","-18,8885"
E4_Bvp,"1641384904,28332","-23,88136"
E4_Bvp,"1641384904,29894","-28,09031"
E4_Bvp,"1641384904,31457","-30,90914"
E4_Bvp,"1641384904,33019","-31,86037"
E4_Bvp,"1641384904,34582","-30,6171"
E4_Bvp,"1641384904,36145","-27,11343"
E4_Bvp,"1641384904,37707","-21,57253"
E4_Bvp,"1641384904,3927","-14,60799"
E4_Bvp,"1641384904,40832","-7,075897"
E4_Bvp,"1641384904,42395","0,08665466"
E4_Bvp,"1641384904,43957","6,112976"
E4_Bvp,"1641384904,4552","10,59254"
E4_Bvp,"1641384904,47083","13,45625"
E4_Bvp,"1641384904,48645","14,84923"
E4_Bvp,"1641384904,50208","15,01779"
E4_Bvp,"1641384904,5177","14,23167"
E4_Bvp,"1641384904,53333","12,81543"
E4_Bvp,"1641384904,54895","11,1481"
E4_Bvp,"1641384904,56458","9,623825"
E4_Bvp,"1641384904,58021","8,521278"
E4_Bvp,"1641384904,59583","7,951035"
E4_Bvp,"1641384904,61146","7,783318"
E4_Bvp,"1641384904,62708","7,711662"
E4_Bvp,"1641384904,64271","7,394943"
E4_Bvp,"1641384904,65833","6,578552"
E4_Bvp,"1641384904,67396","5,207573"
E4_Bvp,"1641384904,68959","3,417534"
E4_Bvp,"1641384904,70521","1,456825"
E4_Bvp,"1641384904,72084","-0,4471283"
E4_Bvp,"1641384904,73646","-2,237869"
E4_Bvp,"1641384904,75209","-3,978432"
E4_Bvp,"1641384904,76771","-5,869553"
E4_Bvp,"1641384904,78334","-8,159264"
E4_Bvp,"1641384904,79897","-11,09461"
E4_Bvp,"1641384904,81459","-14,85877"
E4_Bvp,"1641384904,83022","-19,42757"
E4_Bvp,"1641384904,84584","-24,48434"
E4_Bvp,"1641384904,86147","-29,37594"
E4_Bvp,"1641384904,87709","-33,20415"
E4_Bvp,"1641384904,89272","-35,07689"
E4_Bvp,"1641384904,90835","-34,33506"
E4_Bvp,"1641384904,92397","-30,78917"
E4_Bvp,"1641384904,9396","-24,83577"
E4_Bvp,"1641384904,95522","-17,31493"
E4_Bvp,"1641384904,97085","-9,340576"
E4_Bvp,"1641384904,98647","-1,90123"
E4_Bvp,"1641384905,0021","4,377617"
E4_Bvp,"1641384905,01773","9,241425"
E4_Bvp,"1641384905,03335","12,79012"
E4_Bvp,"1641384905,04898","15,15198"
E4_Bvp,"1641384905,0646","16,47916"
E4_Bvp,"1641384905,08023","16,86387"
E4_Bvp,"1641384905,09586","16,44168"
E4_Bvp,"1641384905,11148","15,49803"
E4_Bvp,"1641384905,12711","14,44225"
E4_Bvp,"1641384905,14273","13,69789"
E4_Bvp,"1641384905,15836","13,51524"
E4_Bvp,"1641384905,17398","13,861"
E4_Bvp,"1641384905,18961","14,36379"
E4_Bvp,"1641384905,20524","14,49609"
E4_Bvp,"1641384905,22086","13,82436"
E4_Bvp,"1641384905,23649","12,22099"
E4_Bvp,"1641384905,25211","9,901489"
E4_Bvp,"1641384905,26774","7,334389"
E4_Bvp,"1641384905,28336","4,940079"
E4_Bvp,"1641384905,29899","2,927612"
E4_Bvp,"1641384905,31462","1,225471"
E4_Bvp,"1641384905,33024","-0,4900055"
E4_Bvp,"1641384905,34587","-2,611954"
E4_Bvp,"1641384905,36149","-5,515579"
E4_Bvp,"1641384905,37712","-9,378517"
E4_Bvp,"1641384905,39274","-14,13515"
E4_Bvp,"1641384905,40837","-19,46575"
E4_Bvp,"1641384905,424","-24,73563"
E4_Bvp,"1641384905,43962","-29,18513"
E4_Bvp,"1641384905,45525","-31,96108"
E4_Bvp,"1641384905,47087","-32,40486"
E4_Bvp,"1641384905,4865","-30,23203"
E4_Bvp,"1641384905,50212","-25,61625"
E4_Bvp,"1641384905,51775","-19,21234"
E4_Bvp,"1641384905,53338","-11,88074"
