BVP,time,values
E4_Bvp,"1647608893,26188","-26,73657"
E4_Bvp,"1647608893,2775","-30,72928"
E4_Bvp,"1647608893,29313","-34,77818"
E4_Bvp,"1647608893,30875","-37,9648"
E4_Bvp,"1647608893,32438","-39,24139"
E4_Bvp,"1647608893,34","-37,90042"
E4_Bvp,"1647608893,35563","-33,92549"
E4_Bvp,"1647608893,37126","-28,06068"
E4_Bvp,"1647608893,38688","-21,54803"
E4_Bvp,"1647608893,40251","-15,64056"
E4_Bvp,"1647608893,41813","-11,1732"
E4_Bvp,"1647608893,43376","-8,394058"
E4_Bvp,"1647608893,44938","-7,008987"
E4_Bvp,"1647608893,46501","-6,493774"
E4_Bvp,"1647608893,48064","-6,366806"
E4_Bvp,"1647608893,49626","-6,494492"
E4_Bvp,"1647608893,51189","-6,988007"
E4_Bvp,"1647608893,52751","-8,04599"
E4_Bvp,"1647608893,54314","-9,708115"
E4_Bvp,"1647608893,55876","-11,69943"
E4_Bvp,"1647608893,57439","-13,50525"
E4_Bvp,"1647608893,59002","-14,6481"
E4_Bvp,"1647608893,60564","-15,00746"
E4_Bvp,"1647608893,62127","-14,93884"
E4_Bvp,"1647608893,63689","-15,25586"
E4_Bvp,"1647608893,65252","-16,7771"
E4_Bvp,"1647608893,66814","-19,99084"
E4_Bvp,"1647608893,68377","-24,77296"
E4_Bvp,"1647608893,6994","-30,45035"
E4_Bvp,"1647608893,71502","-36,06586"
E4_Bvp,"1647608893,73065","-40,81186"
E4_Bvp,"1647608893,74627","-44,31627"
E4_Bvp,"1647608893,7619","-46,7074"
E4_Bvp,"1647608893,77752","-48,43938"
E4_Bvp,"1647608893,79315","-49,8835"
E4_Bvp,"1647608893,80878","-51,15874"
E4_Bvp,"1647608893,8244","-52,07942"
E4_Bvp,"1647608893,84003","-52,242"
E4_Bvp,"1647608893,85565","-51,2316"
E4_Bvp,"1647608893,87128","-48,80865"
E4_Bvp,"1647608893,8869","-44,94392"
E4_Bvp,"1647608893,90253","-39,73509"
E4_Bvp,"1647608893,91816","-33,4106"
E4_Bvp,"1647608893,93378","-26,29907"
E4_Bvp,"1647608893,94941","-18,93524"
E4_Bvp,"1647608893,96503","-12,12993"
E4_Bvp,"1647608893,98066","-6,845886"
E4_Bvp,"1647608893,99628","-3,928452"
E4_Bvp,"1647608894,01191","-3,793137"
E4_Bvp,"1647608894,02754","-6,219315"
E4_Bvp,"1647608894,04316","-10,45506"
E4_Bvp,"1647608894,05879","-15,51015"
E4_Bvp,"1647608894,07441","-20,55813"
E4_Bvp,"1647608894,09004","-25,16666"
E4_Bvp,"1647608894,10566","-29,23147"
E4_Bvp,"1647608894,12129","-32,79108"
E4_Bvp,"1647608894,13692","-35,74781"
E4_Bvp,"1647608894,15254","-37,84188"
E4_Bvp,"1647608894,16817","-38,70451"
E4_Bvp,"1647608894,18379","-38,04782"
E4_Bvp,"1647608894,19942","-35,79591"
E4_Bvp,"1647608894,21504","-32,16054"
E4_Bvp,"1647608894,23067","-27,51211"
E4_Bvp,"1647608894,2463","-22,25464"
E4_Bvp,"1647608894,26192","-16,72497"
E4_Bvp,"1647608894,27755","-11,09893"
E4_Bvp,"1647608894,29317","-5,443275"
E4_Bvp,"1647608894,3088","0,2050934"
E4_Bvp,"1647608894,32442","5,756289"
E4_Bvp,"1647608894,34005","10,9563"
E4_Bvp,"1647608894,35568","15,50801"
E4_Bvp,"1647608894,3713","19,00149"
E4_Bvp,"1647608894,38693","21,03932"
E4_Bvp,"1647608894,40255","21,40129"
E4_Bvp,"1647608894,41818","20,20389"
E4_Bvp,"1647608894,43381","18,14175"
E4_Bvp,"1647608894,44943","16,51929"
E4_Bvp,"1647608894,46506","17,0154"
E4_Bvp,"1647608894,48068","21,08811"
E4_Bvp,"1647608894,49631","29,4148"
E4_Bvp,"1647608894,51193","41,45119"
E4_Bvp,"1647608894,52756","55,55991"
E4_Bvp,"1647608894,54319","69,51048"
E4_Bvp,"1647608894,55881","81,35609"
E4_Bvp,"1647608894,57444","90,01441"
E4_Bvp,"1647608894,59006","95,49632"
E4_Bvp,"1647608894,60569","98,64404"
E4_Bvp,"1647608894,62131","100,4506"
E4_Bvp,"1647608894,63694","101,5833"
E4_Bvp,"1647608894,65257","102,1006"
E4_Bvp,"1647608894,66819","101,6802"
