label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
240.0,210.0,240.0,960,-39.16875,5.024513682701422,-56.0,-23.0,-39.0,47.286458333333336,3.83880411817261,33.0,61.0,47.0,16.261458333333334,2.987176967292736,3.0,31.0,17.0,240.0,No Stress,Reaction
250.0,220.0,250.0,960,-39.18333333333333,4.317403408677126,-55.0,-23.0,-40.0,46.748958333333334,2.7325136453523604,36.0,57.0,46.0,18.077083333333334,2.1185648026623114,10.0,28.0,18.0,250.0,No Stress,No Reaction
260.0,230.0,260.0,960,-39.40833333333333,3.964642128729673,-55.0,-25.0,-40.0,46.728125,2.7205702005002266,36.0,57.0,46.0,17.758333333333333,2.658124134384829,9.0,28.0,17.0,260.0,Stress,Reaction
270.0,240.0,270.0,960,-38.24583333333333,3.4836102671753753,-59.0,-25.0,-38.0,47.93125,2.424987771810542,36.0,57.0,48.0,16.828125,3.129235919524399,5.0,28.0,16.0,270.0,No Stress,No Reaction
280.0,250.0,280.0,960,-38.75625,2.92609034248567,-59.0,-26.0,-38.5,48.083333333333336,2.1775547922226286,36.0,60.0,48.0,15.527083333333334,2.375425066694383,5.0,25.0,15.0,280.0,No Stress,No Reaction
290.0,260.0,290.0,959,-38.61105318039625,2.6696943825714996,-59.0,-26.0,-39.0,48.46715328467153,1.725020144043573,39.0,60.0,49.0,14.772679874869656,2.1485646548125557,4.0,27.0,15.0,290.0,No Stress,No Reaction
300.0,270.0,300.0,959,-38.85818561001043,3.021618910148055,-61.0,-26.0,-39.0,48.669447340980184,1.8817369732853588,40.0,60.0,49.0,13.284671532846716,3.3221727225834137,2.0,27.0,13.0,300.0,Stress,Reaction
310.0,280.0,310.0,959,-41.00938477580814,6.655316014247301,-77.0,-15.0,-39.0,46.574556830031284,6.172572100236897,15.0,67.0,48.0,12.698644421272158,5.067386020745202,-12.0,40.0,12.0,310.0,No Stress,No Reaction
320.0,290.0,320.0,960,-42.29375,6.193033398056831,-77.0,-15.0,-41.0,44.8125,6.042968319504232,15.0,67.0,46.0,14.757291666666667,6.306264902142066,-12.0,40.0,15.0,320.0,No Stress,Reaction
330.0,300.0,330.0,960,-43.85729166666667,5.780071563283373,-77.0,-15.0,-43.0,42.54479166666667,5.3689791759122985,15.0,67.0,43.0,17.830208333333335,5.82623994583984,-12.0,47.0,19.0,330.0,No Stress,No Reaction
340.0,310.0,340.0,960,-43.88333333333333,2.680585848946027,-62.0,-35.0,-44.0,42.61145833333333,2.407858605474065,20.0,59.0,43.0,19.096875,3.270876739570604,-3.0,47.0,19.0,340.0,No Stress,Reaction
350.0,320.0,350.0,960,-45.721875,2.6267137759352877,-62.0,-35.0,-46.0,41.340625,2.4383141804847193,20.0,59.0,41.0,18.111458333333335,3.0609167965470867,-3.0,47.0,18.0,350.0,No Stress,Reaction
360.0,330.0,360.0,960,-46.5,2.0479140688437325,-62.0,-36.0,-46.0,40.91458333333333,1.9750782599120464,30.0,53.0,41.0,17.435416666666665,2.056550822630423,7.0,30.0,18.0,360.0,No Stress,Reaction
370.0,340.0,370.0,960,-45.13333333333333,3.508507957068156,-68.0,-26.0,-46.0,42.08958333333333,3.115485864580645,29.0,53.0,41.0,17.279166666666665,3.001421862101297,-12.0,40.0,18.0,370.0,No Stress,Reaction
380.0,350.0,380.0,960,-42.01145833333333,4.539351053371951,-68.0,-26.0,-42.0,45.155208333333334,4.089187395320659,29.0,56.0,45.0,16.046875,4.195544911732061,-12.0,40.0,17.0,380.0,No Stress,No Reaction
390.0,360.0,390.0,960,-39.16875,3.2150361191023076,-68.0,-26.0,-38.0,48.12083333333333,2.949343493399455,29.0,56.0,50.0,14.366666666666667,4.22847654639015,-12.0,40.0,13.0,390.0,No Stress,No Reaction
400.0,370.0,400.0,868,-37.99308755760369,2.186241587375158,-50.0,-28.0,-38.0,49.60253456221198,1.891483500208423,37.0,56.0,50.0,12.683179723502304,3.098512204641192,-2.0,31.0,12.0,400.0,No Stress,No Reaction
